?name	?p	?label	?desc	?born	?died
"Gerald Pollack"@en	<http://www.wikidata.org/entity/Q93006420>	"Gerald H. Pollack"@en	"professor and researcher"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q20734617>	"William Garmon Jones"@en	"professor of history and librarian of Liverpool University (1884-1937)"@en	1884	1937
"Sappho"@en	<http://www.wikidata.org/entity/Q138868010>	"Sappho"@en	"Pseudonymized writer in the early 20th century"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q45728318>	"Du Fu"@en	"Qing dynasty person CBDB = 365982"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q45694208>	"Du Fu"@en	"Qing dynasty person CBDB = 85905"@en	1636	
"William Jones"@en	<http://www.wikidata.org/entity/Q137370487>	"William Jones"@en	"Quaker - 1782"@en		1782
"William Jones"@en	<http://www.wikidata.org/entity/Q56179865>	"William Jones"@en	"quarryman from Llanddeiniolen"@en	1825	1893
"Charles Lyell"@en	<http://www.wikidata.org/entity/Q5080404>	"Charles Lyell, 2nd Baron Lyell"@en	"recipient of the Victoria Cross"@en	1913	1943
"William Jones"@en	<http://www.wikidata.org/entity/Q2804408>	"William Jones"@en	"recipient of the Victoria Cross (1839–1913)"@en	1839	1913
"William Jones"@en	<http://www.wikidata.org/entity/Q56179870>	"William Jones"@en	"recorder of Beaumaris"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q8013726>	"William Jones"@en	"Reform Party Member of Parliament in New Zealand"@en	1868	1953
"David Hilbert"@en	<http://www.wikidata.org/entity/Q57036604>	"David W Hilbert"@en	"researcher"@en		
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q62493491>	"Klaus M. Schmidt"@en	"researcher"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q68493367>	"Michael D. Levin"@en	"researcher"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q104284907>	"William G Jones"@en	"researcher"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q97527773>	"William K Jones"@en	"researcher"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q131298326>	"William T Jones"@en	"researcher"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q83026833>	"William G. Jones"@en	"researcher at NIOSH"@en		
"Robert O. Becker"@en	<http://www.wikidata.org/entity/Q2158400>	"Robert O. Becker"@en	"researcher in electromedicine (1923-2008)"@en	1923	2008
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q42763633>	"Peter Mitchell"@en	"researcher (ORCID 0000-0001-5215-320X)"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q90998719>	"Michael E Levin"@en	"researcher (ORCID 0000-0001-5562-2366)"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q85266329>	"William Jones"@en	"researcher (ORCID 0000-0002-1332-6400)"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q91620404>	"Michael C Levin"@en	"researcher (ORCID 0000-0002-3880-9193)"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q89565107>	"Peter Mitchell"@en	"researcher (ORCID 0000-0002-8337-7529)"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q91629902>	"Michael W Levin"@en	"researcher (ORCID 0000-0002-8778-0964)"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q90089272>	"William Jones"@en	"researcher (ORCID 0000-0003-1979-5061)"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q113380670>	"Peter D. Mitchell"@en	"researcher, ORCID iD = 0000-0001-8072-7135"@en		
"William James"@en	<http://www.wikidata.org/entity/Q58304474>	"William James"@en	"researcher, ORCID id # 0000-0002-2506-1198"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q61828101>	"Michael G Levin"@en	"researcher ORCID ID = 0000-0002-9937-9932"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q59669776>	"William Jones"@en	"researcher ORCID ID = 0000-0003-1218-4778"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q61149530>	"John P Dalton"@en	"researcher ORCID ID = 0000-0003-3829-9186"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q113809938>	"Michael O. Levin"@en	"researcher, ORCiD ID=0000-0003-4831-2567"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q123707838>	"William Jones"@en	"rugby league footballer"@en		
"Dmitri Mendeleev"@en	<http://www.wikidata.org/entity/Q9106>	"Dmitri Mendeleev"@en	"Russian chemist (1834–1907)"@en	1834	1907
"Vladimir Khavinson"@en	<http://www.wikidata.org/entity/Q4494454>	"Vladimir Khavinson"@en	"Russian gerontologist (1946–2024)"@en	1946	2024
"Andrey Kolmogorov"@en	<http://www.wikidata.org/entity/Q153224>	"Andrey Kolmogorov"@en	"Russian mathematician (1903–1987)"@en	1903	1987
"James Hutton"@en	<http://www.wikidata.org/entity/Q19902491>	"James Hutton"@en	"Scottish footballer"@en		
"James Hutton"@en	<http://www.wikidata.org/entity/Q192927>	"James Hutton"@en	"Scottish geologist, physician, chemical manufacturer, naturalist, and experimental agriculturalist; (1726-1797)"@en	1726	1797
"James Clerk Maxwell"@en	<http://www.wikidata.org/entity/Q9095>	"James Clerk Maxwell"@en	"Scottish physicist (1831–1879)"@en	1831	1879
"James Hutton"@en	<http://www.wikidata.org/entity/Q76332987>	"James Hutton"@en	"Scottish rugby union player"@en	1906	1985
"William James"@en	<http://www.wikidata.org/entity/Q62604082>	"William James"@en	"Scottish teacher and author"@en		
"John Anthony West"@en	<http://www.wikidata.org/entity/Q95803793>	"John Anthony West"@en	"screenwriter"@en		
"Milutin Milanković"@en	<http://www.wikidata.org/entity/Q89054>	"Milutin Milanković"@en	"Serbian mathematician, astronomer, geophysicist, climatologist, and engineer (1879–1958)"@en	1879	1958
"William James"@en	<http://www.wikidata.org/entity/Q107271917>	"William James"@en	"South African-Eswatini lawn bowler (b. 1969)"@en	1969	
"William Jones"@en	<http://www.wikidata.org/entity/Q98232274>	"William Jones"@en	"South Australian cricketer"@en	1864	1924
"Augustine"@en	<http://www.wikidata.org/entity/Q110735140>	"Augustine"@en	"Swedish singer"@en	1996	
"Du Fu"@en	<http://www.wikidata.org/entity/Q33772>	"Du Fu"@en	"Tang dynasty Chinese poet (712–770)"@en	712	770
"Du Fu"@en	<http://www.wikidata.org/entity/Q45482670>	"Du Fu"@en	"Tang dynasty person CBDB = 140534"@en	682	732
"Du Fu"@en	<http://www.wikidata.org/entity/Q45598512>	"Du Fu"@en	"Tang dynasty person CBDB = 153599"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q45534853>	"Du Fu"@en	"Tang dynasty person CBDB = 173242"@en		758
"Du Fu"@en	<http://www.wikidata.org/entity/Q45401090>	"Du Fu"@en	"Tang dynasty person CBDB = 21826"@en		
"William James"@en	<http://www.wikidata.org/entity/Q20734644>	"William James"@en	"Trevecka family member (1769-1847)"@en	1769	1847
"James Hutton"@en	<http://www.wikidata.org/entity/Q21524351>	"James Hutton"@en	"UK-born American classical philologist (1902-1980)"@en	1902	1980
"James Hutton"@en	<http://www.wikidata.org/entity/Q912381>	"Brian Hutton, Baron Hutton"@en	"UK law lord, barrister (1931-2020)"@en	1931	2020
"William Jones"@en	<http://www.wikidata.org/entity/Q8013744>	"William Jones"@en	"Union Navy sailor in the American Civil War and a recipient of the Medal of Honor"@en	1831	
"William James"@en	<http://www.wikidata.org/entity/Q8016471>	"William P. James"@en	"United States federal judge (1870-1940)"@en	1870	1940
"William Jones"@en	<http://www.wikidata.org/entity/Q3353061>	"William Jones"@en	"Uruguayan rower (1924–2014)"@en	1924	2014
"Ludwig Wittgenstein"@en	<http://www.wikidata.org/entity/Q104985206>	"Ludwig Wittgenstein"@en	"Viennese murchant (1845-1925)"@en	1845	1925
"William Jones"@en	<http://www.wikidata.org/entity/Q20821186>	"William Jones"@en	"Welsh administrator and politician (1888-1961)"@en	1888	1961
"William Jones"@en	<http://www.wikidata.org/entity/Q20734667>	"William Jones"@en	"Welsh antiquarian, local historian, geologist and collector of folklore (1829–1903)"@en	1829	1903
"William Jones"@en	<http://www.wikidata.org/entity/Q8013729>	"William Jones"@en	"Welsh antiquary, poet, scholar and radical (1726–1795)"@en	1726	1795
"William Jones"@en	<http://www.wikidata.org/entity/Q18531423>	"William Jones"@en	"Welsh army officer"@en	1808	1890
"William Jones"@en	<http://www.wikidata.org/entity/Q8013723>	"William Jones"@en	"Welsh- Australian political radical and Chartist (1809–1873)"@en	1809	1873
"William Jones"@en	<http://www.wikidata.org/entity/Q20734665>	"William Jones"@en	"Welsh Baptist minister (1834-1895)"@en	1834	1895
"William Jones"@en	<http://www.wikidata.org/entity/Q20734662>	"William Jones"@en	"Welsh Baptist minister and writer (1790-1855)"@en	1790	1855
"William Jones"@en	<http://www.wikidata.org/entity/Q20734655>	"William Jones"@en	"Welsh Baptist minister, died c. 1700"@en		1700
"William Jones"@en	<http://www.wikidata.org/entity/Q16851896>	"William Jones"@en	"Welsh bookseller, religious writer, and member of the Scotch Baptist church (1762-1846)"@en	1762	1846
"William James"@en	<http://www.wikidata.org/entity/Q20734645>	"William James"@en	"Welsh Calvinistic Methodist minister (1833-1905)"@en	1833	1905
"William James"@en	<http://www.wikidata.org/entity/Q20734646>	"William James"@en	"Welsh Calvinistic Methodist minister (1836-1908)"@en	1836	1908
"William Jones"@en	<http://www.wikidata.org/entity/Q20734660>	"William Jones"@en	"Welsh Calvinistic Methodist minister, died 1837"@en	1770	1837
"William Jones"@en	<http://www.wikidata.org/entity/Q20734666>	"William Jones"@en	"Welsh Calvinistic Methodist minister, died 1931"@en	1851	1931
"William Jones"@en	<http://www.wikidata.org/entity/Q20734663>	"William Jones"@en	"Welsh cleric and man of letters"@en	1806	1873
"William James"@en	<http://www.wikidata.org/entity/Q20738180>	"William James"@en	"Welsh congregational minister (1761-1845)"@en	1761	1845
"William Jones"@en	<http://www.wikidata.org/entity/Q15996449>	"William Jones"@en	"Welsh cricketer, born 1911"@en	1911	1941
"William Jones"@en	<http://www.wikidata.org/entity/Q136222452>	"William Jones"@en	"Welsh emigrant to the United States (died 1800)"@en		1800
"William Jones"@en	<http://www.wikidata.org/entity/Q8013720>	"William Jones"@en	"Welsh evangelical clergyman (1755-1821)"@en	1755	1821
"William Jones"@en	<http://www.wikidata.org/entity/Q67651447>	"William Jones"@en	"Welsh farmer and printer"@en	1757	1830
"William Jones"@en	<http://www.wikidata.org/entity/Q8013728>	"William Jones"@en	"Welsh footballer (1876-1918)"@en	1876	1918
"William Jones"@en	<http://www.wikidata.org/entity/Q18535759>	"William Jones"@en	"Welsh harpist (fl. c. 1700-1720)"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q20734661>	"William Jones"@en	"Welsh Independent minister and theologian"@en	1784	1847
"William Jones"@en	<http://www.wikidata.org/entity/Q133779771>	"William Jones"@en	"Welsh international rugby union player"@en	1894	1978
"William Jones"@en	<http://www.wikidata.org/entity/Q8013736>	"William Jones"@en	"Welsh judge and Member of Parliament for the Welsh Borough of Beaumaris"@en	1566	1640
"William Jones"@en	<http://www.wikidata.org/entity/Q8013727>	"William Jones"@en	"Welsh lawyer and politician who sat in the House of Commons between 1647 and 1648"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q371877>	"William Jones"@en	"Welsh mathematician who named 'pi' (1675–1749)"@en	1675	1749
"William Jones"@en	<http://www.wikidata.org/entity/Q20734658>	"William Jones"@en	"Welsh Methodist exhorter"@en	1718	1773
"William Jones"@en	<http://www.wikidata.org/entity/Q18535731>	"William Jones"@en	"Welsh poet (1815-1899)"@en	1815	1899
"William Jones"@en	<http://www.wikidata.org/entity/Q13132360>	"William Jones"@en	"Welsh poet (1896-1961)"@en	1896	1961
"William Jones"@en	<http://www.wikidata.org/entity/Q20751834>	"William Jones"@en	"Welsh poet, called Gwilym Myrddin"@en	1863	1946
"William Jones"@en	<http://www.wikidata.org/entity/Q20734673>	"William Lewis Jones"@en	"Welsh professor of English"@en	1866	1922
"William Jones"@en	<http://www.wikidata.org/entity/Q20734656>	"William Jones"@en	"Welsh Puritan minister (d.1679)"@en		1679
"William James"@en	<http://www.wikidata.org/entity/Q8013423>	"William James"@en	"Welsh rugby union and rugby league footballer (1902-1972)"@en	1902	1972
"William Jones"@en	<http://www.wikidata.org/entity/Q7261937>	"Pussy Jones"@en	"Welsh rugby union player"@en	1871	
"William James"@en	<http://www.wikidata.org/entity/Q18531415>	"William James"@en	"Welsh scholar and schoolmaster"@en	1634	1663
"William Jones"@en	<http://www.wikidata.org/entity/Q20734664>	"William Jones"@en	"Welsh secretary to the Peace Society"@en	1826	1899
"William Jones"@en	<http://www.wikidata.org/entity/Q56179862>	"William Jones"@en	"Welsh settler in Dakota"@en	1860	
"William James"@en	<http://www.wikidata.org/entity/Q20734647>	"William James"@en	"Welsh Unitarian minister, schoolmaster, and public worker (1848–1907)"@en	1848	1907
"William Jones"@en	<http://www.wikidata.org/entity/Q13132361>	"William Jones"@en	"Welsh weaver and hymn writer"@en	1764	1822
"William Jones"@en	<http://www.wikidata.org/entity/Q20734657>	"William Jones"@en	"Welsh Wesleyan, then Independent minister (1814?-1895)"@en	1814	1895
"Hildegard"@en	<http://www.wikidata.org/entity/Q75243060>	"Hildegarde of Beaugency"@en	"Wife of Fulk IV of Anjou"@en	1045	1070
"William Jones"@en	<http://www.wikidata.org/entity/Q20734668>	"William Jones"@en	"writer and eisteddfodwr"@en	1803	1886
