score	concepts	kinds	video	timestamp	url_ts	text
5	leptin	always,must	How Obesity Begins in the Eye & How Sunlight is the Driving 	00:20:30.640	https://www.youtube.com/watch?v=AFLFYVgFI68&t=1230	so that it knows precisely what the energy balance is well turns out leptin has to have another photoreceptor in order for it to work i mean remember how i always
5	leptin	always,must	How Obesity Begins in the Eye & How Sunlight is the Driving 	00:20:33.360	https://www.youtube.com/watch?v=AFLFYVgFI68&t=1233	energy balance is well turns out leptin has to have another photoreceptor in order for it to work i mean remember how i always talk to people about
5	leptin	always,must	How Obesity Begins in the Eye & How Sunlight is the Driving 	00:20:34.000	https://www.youtube.com/watch?v=AFLFYVgFI68&t=1234	leptin has to have another photoreceptor in order for it to work i mean remember how i always talk to people about everything in biology is a coupled
5	mitochondria	never,must	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:02:09.119	https://www.youtube.com/watch?v=B8VcGXbKR34&t=129	have an axiom that I teach my my people about that you never focus on a BC or D when the a is available so the thing that you really need to understand is all cancers or mitochondrial diseases
5	mitochondria	never,must	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:02:11.879	https://www.youtube.com/watch?v=B8VcGXbKR34&t=131	about that you never focus on a BC or D when the a is available so the thing that you really need to understand is all cancers or mitochondrial diseases at their core that means they're
5	melanin	always,because	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:30:38.440	https://www.youtube.com/watch?v=B8VcGXbKR34&t=1838	oncologist the pediatricians and all the doctors tell you about the sun you understand why he'll continue to always be at risk because if he doesn't understand the story of melanin vitamin
5	vitamin-d	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:37:32.640	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=2252	and greater and greater then they're going to say oh look you got this cut off you got that cut off but they never ever ever check your vitamin D level because technically if the Sun is toxic
5	vitamin-d	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:37:34.960	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=2254	going to say oh look you got this cut off you got that cut off but they never ever ever check your vitamin D level because technically if the Sun is toxic everybody's vitamin D should be I don't
5	vitamin-d	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:37:36.680	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=2256	off you got that cut off but they never ever ever check your vitamin D level because technically if the Sun is toxic everybody's vitamin D should be I don't know 150 to 200 you know what you're
5	mitochondria	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:51:50.200	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=3110	to do then is go on the internet and listen to Doug Wallace he's the PHD researcher that taught us everything about mitochondria he's never been funded because he's not a friend of
5	mitochondria	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:51:51.599	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=3111	listen to Doug Wallace he's the PHD researcher that taught us everything about mitochondria he's never been funded because he's not a friend of Anthony fouchi um he works at the
5	mitochondria	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:51:53.599	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=3113	researcher that taught us everything about mitochondria he's never been funded because he's not a friend of Anthony fouchi um he works at the Children's Hospital of Philadelphia
5	mitochondria	never,because	Nature’s Hidden Healing Powers w/ Dr. Jack Kruse	00:51:54.839	https://www.youtube.com/watch?v=CVz-5qK4zBE&t=3114	about mitochondria he's never been funded because he's not a friend of Anthony fouchi um he works at the Children's Hospital of Philadelphia someone like you who has your problems
5	melanin	never,because	'Sh*t Hitting the Fan is Coming Soon' Bitcoiners Prepare | K	01:08:01.500	https://www.youtube.com/watch?v=DAjTEOIH8Ww&t=4081	He's being drained of water and melanin. And what I'm trying to tell him this, this is not trying to be hyperbolic. This is actually biologic. And it's incredible that it's coming out in this podcast because I never thought we would ever go here.
5	ez-water	always,because	Dr Gerald Pollack _The Importance Of Water For Energy _Heart	00:07:16.240	https://www.youtube.com/watch?v=EWthpbsfMJI&t=436	Are you Is it the fourth phase of water, your book? Because I've got that cuz I wasn't sure if you had more than one cuz the the listeners always like to get books
5	ez-water	always,because	Dr Gerald Pollack _The Importance Of Water For Energy _Heart	00:07:18.320	https://www.youtube.com/watch?v=EWthpbsfMJI&t=438	Is it the fourth phase of water, your book? Because I've got that cuz I wasn't sure if you had more than one cuz the the listeners always like to get books and things. No, this one this one is
5	photoelectric	must,evidence	Stephen Wolfram's Radical Theory of Everything	00:45:43.760	https://www.youtube.com/watch?v=FkYer0xP37E&t=2743	it right. He didn't figure out the second law. As&nbsp; we now know, sort of the paradigmatic ideas that&nbsp;&nbsp; you need to figure out the second law come from&nbsp; ideas about computation and so on, which were&nbsp;&nbsp; another close to 100 years in the future, so to&nbsp; speak. But it's sort of interesting that he was&nbsp;&nbsp; applying those kinds of philosophical thinking&nbsp; idea
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:02:09.239	https://www.youtube.com/watch?v=I537lQoiu5c&t=129	"She goes, ""Look, I know why this happened to you. I'm going to send you six papers and a book."" That jumped me down the rabbit hole. She was trying to give me information tied to a hormone called leptin that I had absolutely never heard about, because I graduated in medical school in '93, and leptin wasn't discovered"
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:02:10.920	https://www.youtube.com/watch?v=I537lQoiu5c&t=130	"I'm going to send you six papers and a book."" That jumped me down the rabbit hole. She was trying to give me information tied to a hormone called leptin that I had absolutely never heard about, because I graduated in medical school in '93, and leptin wasn't discovered until '94."
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:02:17.269	https://www.youtube.com/watch?v=I537lQoiu5c&t=137	That jumped me down the rabbit hole. She was trying to give me information tied to a hormone called leptin that I had absolutely never heard about, because I graduated in medical school in '93, and leptin wasn't discovered until '94. I had no way of knowing about it.
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:02:23.120	https://www.youtube.com/watch?v=I537lQoiu5c&t=143	She was trying to give me information tied to a hormone called leptin that I had absolutely never heard about, because I graduated in medical school in '93, and leptin wasn't discovered until '94. I had no way of knowing about it. She was trying to get me the message that Amgen was trying to cook their clinical trials,
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:02:24.190	https://www.youtube.com/watch?v=I537lQoiu5c&t=144	never heard about, because I graduated in medical school in '93, and leptin wasn't discovered until '94. I had no way of knowing about it. She was trying to get me the message that Amgen was trying to cook their clinical trials, because at that time, back in the early 2000s, they had pulled their synthetic leptin drug
5	blue-light	always,causes	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:07:17.040	https://www.youtube.com/watch?v=I537lQoiu5c&t=437	Really all the moves in my life have always been associated with moving towards the sun, and getting blue light and non-AD BMF out of my life. It's not like this trend was new. This was a plan of mine for probably 10 years, but you know having a good idea without execution leads to deletion of every good idea.
5	leptin	always,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:37:48.390	https://www.youtube.com/watch?v=I537lQoiu5c&t=2268	"They have scotopic skin. That's the reason why you've always heard me say, ""Anything that we learned in medical school is bullshit."" Here's the reason why, because everything we've learned has been on nocturnal animals that have a completely different retinal melanopsin system, and that means leptin works differently."
5	leptin	always,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:37:50.059	https://www.youtube.com/watch?v=I537lQoiu5c&t=2270	"That's the reason why you've always heard me say, ""Anything that we learned in medical school is bullshit."" Here's the reason why, because everything we've learned has been on nocturnal animals that have a completely different retinal melanopsin system, and that means leptin works differently. Whatever you find from a mouse has no input into a human."
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:37:54.519	https://www.youtube.com/watch?v=I537lQoiu5c&t=2274	"school is bullshit."" Here's the reason why, because everything we've learned has been on nocturnal animals that have a completely different retinal melanopsin system, and that means leptin works differently. Whatever you find from a mouse has no input into a human. See, I never told anybody this because I was making hypotheses the whole time, but I didn't"
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:37:59.950	https://www.youtube.com/watch?v=I537lQoiu5c&t=2279	"Here's the reason why, because everything we've learned has been on nocturnal animals that have a completely different retinal melanopsin system, and that means leptin works differently. Whatever you find from a mouse has no input into a human. See, I never told anybody this because I was making hypotheses the whole time, but I didn't have the data even when you and I met in 2016, to tell you, ""No"
5	leptin	never,because	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:38:03.930	https://www.youtube.com/watch?v=I537lQoiu5c&t=2283	"that have a completely different retinal melanopsin system, and that means leptin works differently. Whatever you find from a mouse has no input into a human. See, I never told anybody this because I was making hypotheses the whole time, but I didn't have the data even when you and I met in 2016, to tell you, ""Now I do. Now I can let the cat out of the bag and tell you why I was saying what I was "
5	blue-light	never,causes	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:54:15.589	https://www.youtube.com/watch?v=I537lQoiu5c&t=3255	artificial blue light that really causes the cancer. Turns out that UV light taken out of its spectrum, so if you're thinking about the Pink Floyd album cover, remember, UV light only makes up purple. There's six other colors. UV light will never hurt you when the six other colors are present, okay?
5	red-light	never,must	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:59:51.019	https://www.youtube.com/watch?v=I537lQoiu5c&t=3591	The short story is, infrared A light forms up 42% of sunlight. It's the dominant form of light. Turns out red light in U is the fastest way for you to build your solar callus, so that means the more red light you get, the more UV light you can assimilate and you don't need to be outside and you'll never get red.
5	red-light	never,must	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	00:59:56.170	https://www.youtube.com/watch?v=I537lQoiu5c&t=3596	It's the dominant form of light. Turns out red light in U is the fastest way for you to build your solar callus, so that means the more red light you get, the more UV light you can assimilate and you don't need to be outside and you'll never get red. You know you've met me, I'm an Irish guy with freckles.
5	red-light	never,must	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	01:00:00.559	https://www.youtube.com/watch?v=I537lQoiu5c&t=3600	Turns out red light in U is the fastest way for you to build your solar callus, so that means the more red light you get, the more UV light you can assimilate and you don't need to be outside and you'll never get red. You know you've met me, I'm an Irish guy with freckles. I can stay out in the sun for eight to 10 hours.
5	red-light	never,must	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	01:00:02.269	https://www.youtube.com/watch?v=I537lQoiu5c&t=3602	means the more red light you get, the more UV light you can assimilate and you don't need to be outside and you'll never get red. You know you've met me, I'm an Irish guy with freckles. I can stay out in the sun for eight to 10 hours. In fact, this weekend on Sunday I was outside watching some of the NFL games, out 10 hours
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:02:54.720	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=3774	me here and then even I since I'm here in El Salvador I realized how addicted I was to many things in in life also drugs whatever but also it's always started with the blue light and since I'm more
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:02:58.200	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=3778	in El Salvador I realized how addicted I was to many things in in life also drugs whatever but also it's always started with the blue light and since I'm more in the sun I don't have the the feeling
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:03:00.720	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=3780	was to many things in in life also drugs whatever but also it's always started with the blue light and since I'm more in the sun I don't have the the feeling or the the the soak anymore for for all
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:03:02.559	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=3782	whatever but also it's always started with the blue light and since I'm more in the sun I don't have the the feeling or the the the soak anymore for for all this all this stuff and I feel like
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:18:26.040	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=4706	red blood cell also has a problem because it's got he hemog this is the reason why anemia of chronic disease always is associated with blue light toxicity always and guess what you
5	blue-light	always,because	Episode 19: Dr. Jack Kruse - The Light Connection: ADHD, Sle	01:18:28.440	https://www.youtube.com/watch?v=IHSMqhrfvaU&t=4708	because it's got he hemog this is the reason why anemia of chronic disease always is associated with blue light toxicity always and guess what you ask any doctor in the centralized
5	leptin	never,must	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	00:57:42.960	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=3462	Clinic everywhere else and he was never able to knock this off so when I fixed his patient he called me up and said what do I need to do and I said well just follow this leptin
5	red-light	always,must	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	01:38:29.880	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=5909	Light is irreplaceable I always tell people when I do podcasts they always say joculus you're one actionable task the actionable task is you need to harvest as much red light as you
5	red-light	always,must	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	01:38:32.400	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=5912	people when I do podcasts they always say joculus you're one actionable task the actionable task is you need to harvest as much red light as you possibly can when you have atrophic skin
5	mitochondria	causes,evidence	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	01:45:40.860	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=6340	once you create a coherence inside of every mitochondria in your body that means that you can use other Quantum processes like entanglement and we now know that entanglement
5	red-light	never,because	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	02:10:38.520	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=7838	standpoint what does it tell me as a physician that person never went in the sun yeah because that's effectively what's happening that you are devoid of red light frequencies
5	red-light	never,because	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	02:10:40.800	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=7840	physician that person never went in the sun yeah because that's effectively what's happening that you are devoid of red light frequencies and you're paying the toll you're paying
5	photoelectric	always,because	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	02:26:30.120	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=8790	um with the photoelectric effect I always like to tell the story I told the story of Rick Rubin when we just did the podcast I'm going to recount it for you because people ask me
5	deuterium	never,because	Dr Jack Kruse: Light, Melanin, POMC in Human Evolution & Dis	02:48:21.120	https://www.youtube.com/watch?v=Ln3WszTq0uA&t=10101	wanted to jump in with deuterium and all that but look you'll lose people at hello yeah if you do that that's the reason why I never started with this stuff yeah because
5	iron	never,because	BORGES: A POET'S CREED  Lecture, 1968.	00:18:21.200	https://www.youtube.com/watch?v=MQv8ObsaG-U&t=1101	then i don't think we should remember that style stills meant an iron pen and that plane means flat because in that case i would never understand it
5	iron	never,because	BORGES: A POET'S CREED  Lecture, 1968.	00:18:25.200	https://www.youtube.com/watch?v=MQv8ObsaG-U&t=1105	we should remember that style stills meant an iron pen and that plane means flat because in that case i would never understand it now
5	iron	never,because	BORGES: A POET'S CREED  Lecture, 1968.	00:18:27.679	https://www.youtube.com/watch?v=MQv8ObsaG-U&t=1107	that style stills meant an iron pen and that plane means flat because in that case i would never understand it now i will go back to my boyhood days and
5	leptin	never,because	UC 327: Water, Light and Magnetism for Health with Dr Jack K	00:02:47.760	https://www.youtube.com/watch?v=MSJk1RDH7Aw&t=167	me a long time ago. Um I just never told you really what pinned down the leptin prescription, the cold thermogenesis protocol. I never really got into the physics behind it because I knew most
5	leptin	never,because	UC 327: Water, Light and Magnetism for Health with Dr Jack K	00:02:49.440	https://www.youtube.com/watch?v=MSJk1RDH7Aw&t=169	you really what pinned down the leptin prescription, the cold thermogenesis protocol. I never really got into the physics behind it because I knew most people back then. Um, we're still in a
5	mitochondria	never,because	UC 327: Water, Light and Magnetism for Health with Dr Jack K	00:32:59.840	https://www.youtube.com/watch?v=MSJk1RDH7Aw&t=1979	two parts. We'll probably never get to the basis of what the other two parts are in this podcast because it is pretty deep science, but it's actually related to mitochondrial biology and it's
5	vitamin-d	never,must	How Our Gut health is linkd with the Sun ... by Dr Jack Krus	00:33:48.600	https://www.youtube.com/watch?v=Mb8lQtKduVI&t=2028	work operationally they have to be sulfated what else do you know in your body that has to be sulfated most people never talk about cholesterol and vitamin D do you know that vitamin D is made
5	vitamin-d	never,must	How Our Gut health is linkd with the Sun ... by Dr Jack Krus	00:33:51.399	https://www.youtube.com/watch?v=Mb8lQtKduVI&t=2031	sulfated what else do you know in your body that has to be sulfated most people never talk about cholesterol and vitamin D do you know that vitamin D is made from cholesterol
5	vitamin-d	never,must	How Our Gut health is linkd with the Sun ... by Dr Jack Krus	00:33:53.760	https://www.youtube.com/watch?v=Mb8lQtKduVI&t=2033	body that has to be sulfated most people never talk about cholesterol and vitamin D do you know that vitamin D is made from cholesterol there's only one hydrogen difference and
5	quantum	always,must	IFS Podcast #1: Decoding The Science of Ultimate Human Healt	00:05:43.000	https://www.youtube.com/watch?v=MvrKwzXTtfw&t=343	always tell people on my site and on my Forum that you don't have to speak Chinese to like Chinese food and that's really kind of how Quantum biology is you just need to know a little bit about
5	mitochondria	always,fundamental	Nourish Vermont 2016 // Dr. Jack Kruse: How to Bio-Hack Your	00:32:51.880	https://www.youtube.com/watch?v=N-_DTk9hYvI&t=1971	respiratory proteins in mitochondria okay still think it's about food folks it's about light it's always been about light and you have to realize that life fundamentally is
5	photoelectric	always,fundamental	Nourish Vermont 2016 // Dr. Jack Kruse: How to Bio-Hack Your	00:32:57.080	https://www.youtube.com/watch?v=N-_DTk9hYvI&t=1977	food folks it's about light it's always been about light and you have to realize that life fundamentally is photoelectric okay technology in biology should be photonic not
5	circadian	never,because	Making Circadian Medicine & Quantum Biology accessible for e	00:22:14.400	https://www.youtube.com/watch?v=N5sbRPOR5uE&t=1334	light you know especially like a green light shining on my hand could disrupt my circadian rhythms and so um I may go back to the old generation one because I never sent it back in uh
5	circadian	never,because	Making Circadian Medicine & Quantum Biology accessible for e	00:22:17.340	https://www.youtube.com/watch?v=N5sbRPOR5uE&t=1337	light shining on my hand could disrupt my circadian rhythms and so um I may go back to the old generation one because I never sent it back in uh after the baby gets here but I just you
5	circadian	never,because	Making Circadian Medicine & Quantum Biology accessible for e	00:22:19.440	https://www.youtube.com/watch?v=N5sbRPOR5uE&t=1339	my circadian rhythms and so um I may go back to the old generation one because I never sent it back in uh after the baby gets here but I just you know keep it on airplane mode because
5	methylene-blue	never,because	Dr. Jack Kruse: Decentralizing Medicine and Shaping Future H	02:20:03.399	https://www.youtube.com/watch?v=OJaR2XgTmPI&t=8403	me and Ted did you know we would have went back and used methylene blue and nobody would have said anything about it because the idiots in the FDA and the CDC didn't know about it you would never
5	methylene-blue	never,because	Dr. Jack Kruse: Decentralizing Medicine and Shaping Future H	02:20:05.080	https://www.youtube.com/watch?v=OJaR2XgTmPI&t=8405	went back and used methylene blue and nobody would have said anything about it because the idiots in the FDA and the CDC didn't know about it you would never know that as a centralized or functional
5	mitochondria	never,because	Weight Loss, Mitochondria Health & Vitamin D  with Dr. Jack 	00:44:36.800	https://www.youtube.com/watch?v=PfEOtlJapfg&t=2676	that becomes really important because you linked it to timing of seeing the sun rise every single morning pareto's principle for black swan mitochondria you will never miss the sunrise any day
5	cytochrome	always,because	Dr. Jack Kruse - Ketosis fails with circadian mismatches, qu	00:16:19.440	https://www.youtube.com/watch?v=SIs7wcGR0zY&t=979	reason why this gets really complex is people don't realize why cytochrome one is incredibly important because when [&nbsp;__&nbsp;] goes bad there cytochrome one is almost always next to where
5	dopamine	always,causes	Is Reality an Illusion? | Dr. Donald Hoffman | EP 387	00:47:56.640	https://www.youtube.com/watch?v=SPnyxnvU4ko&t=2876	decreases somewhat, that produces a dopamine kick. And that's a signal of reduced entropy in relationship. And it seems to me that entropy is always calculated in
5	dopamine	always,causes	Is Reality an Illusion? | Dr. Donald Hoffman | EP 387	00:47:58.920	https://www.youtube.com/watch?v=SPnyxnvU4ko&t=2878	that produces a dopamine kick. And that's a signal of reduced entropy in relationship. And it seems to me that entropy is always calculated in relationship to a goal, right? You say,
5	red-light	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	03:16:56.520	https://www.youtube.com/watch?v=SiBFtwbyv44&t=11816	big warning on yeah the warning is always there because you're protecting the manufacturer but I would tell you when you realize that you know infrared a and near infrared light are in
5	red-light	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	03:16:58.560	https://www.youtube.com/watch?v=SiBFtwbyv44&t=11818	always there because you're protecting the manufacturer but I would tell you when you realize that you know infrared a and near infrared light are in sunlight it doesn't take a rocket
5	circadian	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	03:36:20.279	https://www.youtube.com/watch?v=SiBFtwbyv44&t=12980	present in US we are the one mammal that doesn't really use it like we should why because what are the two metrics that circadian biology works on light and dark and temperature people always
5	circadian	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	03:36:23.120	https://www.youtube.com/watch?v=SiBFtwbyv44&t=12983	doesn't really use it like we should why because what are the two metrics that circadian biology works on light and dark and temperature people always forget the temperature part right and
5	circadian	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	03:36:25.640	https://www.youtube.com/watch?v=SiBFtwbyv44&t=12985	because what are the two metrics that circadian biology works on light and dark and temperature people always forget the temperature part right and that's where cold plays a role and it
5	blue-light	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	04:03:32.760	https://www.youtube.com/watch?v=SiBFtwbyv44&t=14612	people who don't use the UV light have noticed the skin that comes back after you use the blue light always has less pigment in it and I think the reason for that is because the way nature wants
5	blue-light	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	04:03:35.159	https://www.youtube.com/watch?v=SiBFtwbyv44&t=14615	noticed the skin that comes back after you use the blue light always has less pigment in it and I think the reason for that is because the way nature wants this done it needs not only the nitric
5	blue-light	always,because	Exiled Brain Surgeon: DARPA Mind Control, Quantum Biology & 	04:03:37.960	https://www.youtube.com/watch?v=SiBFtwbyv44&t=14617	you use the blue light always has less pigment in it and I think the reason for that is because the way nature wants this done it needs not only the nitric oxide stimulus but it also needs the UV
5	mitochondria	never,must	The Jack Kruse Series 001	01:15:49.199	https://www.youtube.com/watch?v=T3Ob-DMtR1M&t=4549	it means it must have changed chemicals all the time right would you assume that what's the only chemical in complex life that has a mitochondria that's never
5	becker	never,must	Activate Your Fat Burning Pathway with Dr. Jack Kruse	00:52:51.839	https://www.youtube.com/watch?v=U5j-NL3_LgA&t=3171	disease Generation Um the work of Dr robertto Becker in this area the guy was nominated twice for Nobel PR never one people need to go back to read what he
5	becker	never,must	Activate Your Fat Burning Pathway with Dr. Jack Kruse	00:52:53.920	https://www.youtube.com/watch?v=U5j-NL3_LgA&t=3173	Generation Um the work of Dr robertto Becker in this area the guy was nominated twice for Nobel PR never one people need to go back to read what he found 50 years ago and read what he
5	becker	never,must	Activate Your Fat Burning Pathway with Dr. Jack Kruse	00:52:57.920	https://www.youtube.com/watch?v=U5j-NL3_LgA&t=3177	Becker in this area the guy was nominated twice for Nobel PR never one people need to go back to read what he found 50 years ago and read what he wrote before he
5	cytochrome	always,because	Dr. Jack Kruse Nourish Vermont 2017 Q & A- part 10 of 10	00:11:19.279	https://www.youtube.com/watch?v=Uvm0dho_KRM&t=679	340 nanometer light so if you want to know why electrons from carbohydrates always enter at cytochrome 1 now you know why because carbohydrates
5	cytochrome	always,because	Dr. Jack Kruse Nourish Vermont 2017 Q & A- part 10 of 10	00:11:20.800	https://www.youtube.com/watch?v=Uvm0dho_KRM&t=680	so if you want to know why electrons from carbohydrates always enter at cytochrome 1 now you know why because carbohydrates grow when
5	cytochrome	always,because	Dr. Jack Kruse Nourish Vermont 2017 Q & A- part 10 of 10	00:11:22.000	https://www.youtube.com/watch?v=Uvm0dho_KRM&t=682	from carbohydrates always enter at cytochrome 1 now you know why because carbohydrates grow when long light cycles when what kind of
5	dopamine	always,because	Dr. Jack Kruse Nourish Vermont 2017 Q & A- part 10 of 10	00:18:21.760	https://www.youtube.com/watch?v=Uvm0dho_KRM&t=1101	time i went to chicago i always wanted to go back you know why what i just told you dopamine because when you have and you're around
5	iron	always,because	Eastern and Western Zen | 08| Eastern Wisdom  | Alan Watts	02:34:54.560	https://www.youtube.com/watch?v=VLQMGHBnxVg&t=9294	But human birth is the thing that is always regarded as most fortunate because you can be tied to the wheel not only by chains of iron, that is to say, by
5	iron	always,because	Eastern and Western Zen | 08| Eastern Wisdom  | Alan Watts	02:34:56.160	https://www.youtube.com/watch?v=VLQMGHBnxVg&t=9296	always regarded as most fortunate because you can be tied to the wheel not only by chains of iron, that is to say, by acting wrongly, you can also be bound by
5	becker	never,because	#13 - Jack Kruse	01:14:09.320	https://www.youtube.com/watch?v=VO4JwdXuXXs&t=4449	correctly his students never took it to the next level I I give Albert St Georgie a lot of credit even though he was wrong because without him we don't get robertto Becker without Becker we
5	becker	never,because	#13 - Jack Kruse	01:14:13.320	https://www.youtube.com/watch?v=VO4JwdXuXXs&t=4453	Georgie a lot of credit even though he was wrong because without him we don't get robertto Becker without Becker we don't get to where I am I could I can never do the things that I'm doing
5	becker	never,because	#13 - Jack Kruse	01:14:15.639	https://www.youtube.com/watch?v=VO4JwdXuXXs&t=4455	was wrong because without him we don't get robertto Becker without Becker we don't get to where I am I could I can never do the things that I'm doing without the insights that Becker gave me
5	becker	never,because	#13 - Jack Kruse	01:14:32.040	https://www.youtube.com/watch?v=VO4JwdXuXXs&t=4472	Becker's work um and there's so many different parts to this story and I have a reverence for those scientists that actually pulled me to the decentralized way why because I never get there
5	mitochondria	never,because	#13 - Jack Kruse	01:17:09.480	https://www.youtube.com/watch?v=VO4JwdXuXXs&t=4629	we got to take away we're never going to graduate to Doug Wallace's way of seeing the world and remember Doug Wallace also another guy I rever because he's the mitochondria man he's trying to get
5	red-light	never,because	8. Semiotics and Structuralism	00:36:22.250	https://www.youtube.com/watch?v=VsMfaIOsT3M&t=2182	"It ought to mean ""to go forward"" with everything behind it, but needless to say her thoughts on the subject were never implemented because &gt; if one day red light means ""stop"""
5	red-light	never,because	8. Semiotics and Structuralism	00:36:25.293	https://www.youtube.com/watch?v=VsMfaIOsT3M&t=2185	"with everything behind it, but needless to say her thoughts on the subject were never implemented because &gt; if one day red light means ""stop"" and the next day red light means ""go,"""
5	red-light	never,because	8. Semiotics and Structuralism	00:36:26.730	https://www.youtube.com/watch?v=VsMfaIOsT3M&t=2186	"thoughts on the subject were never implemented because &gt; if one day red light means ""stop"" and the next day red light means ""go,"" there might be a few problems."
5	red-light	never,because	Blue Light, EMF, Circadian Rhythm, Mitochondria and Quantum 	01:12:39.200	https://www.youtube.com/watch?v=X5WCYlaPAwM&t=4359	I'm inside like I am now I have infrared a light panels all around me my clinic has them I will never be inside without a red light somewhere on me because I know that the
5	red-light	never,because	Blue Light, EMF, Circadian Rhythm, Mitochondria and Quantum 	01:12:43.400	https://www.youtube.com/watch?v=X5WCYlaPAwM&t=4363	I have infrared a light panels all around me my clinic has them I will never be inside without a red light somewhere on me because I know that the glass blocks 40 to 60 percent of it and
5	red-light	never,because	Blue Light, EMF, Circadian Rhythm, Mitochondria and Quantum 	01:12:46.820	https://www.youtube.com/watch?v=X5WCYlaPAwM&t=4366	around me my clinic has them I will never be inside without a red light somewhere on me because I know that the glass blocks 40 to 60 percent of it and there's no UV getting through so those
